oqmd_id,formula,Ef,num_atoms
344235,Th3Se,-0.2823194475,4.0
454123,ThScIn2,-0.28223289875,4.0
868943,PuScGe,-0.2821918,3.0
897943,EuThPd,-0.282140163333333,3.0
460859,LiPu2Pt,-0.282132667500001,4.0
513326,NdThHg2,-0.282078671233135,4.0
503711,ThSbRu2,-0.28203123375,4.0
522430,GdPaGa2,-0.281929104375,4.0
499552,SmThPb2,-0.281927534375,4.0
450851,PaVRh2,-0.281897409999999,4.0
403163,Ac2OsPt,-0.28186618375,4.0
886492,PmPuRh,-0.281813017499999,3.0
516285,PaPbAu2,-0.281543795,4.0
27747,Th(Al2Cu)4,-0.281129803076923,13.0
20072,USb2Au,-0.2811127925,4.0
389652,AcPr2Te,-0.281071668958333,4.0
408575,Pa2GaTe,-0.281048342083332,4.0
480917,Th2SbRu,-0.281014923750001,4.0
893497,YbPaIr,-0.280989386666666,3.0
377379,YbPuSi2,-0.280903695,4.0
484427,AcHgSb2,-0.280857308116568,4.0
1464680,AcVB4,-0.28079330458333257,6.0
934586,ThInRu,-0.280730246666668,3.0
402368,Ac2EuSn,-0.2807056404628,4.0
484854,ThCdSb2,-0.2807036775,4.0
377634,CaAcSi2,-0.280672134374999,4.0
959306,ThZnNi,-0.280663283333333,3.0
1206974,Pa(SiW)2,-0.280486792000001,5.0
10571,PuAl3,-0.280357280833333,4.0
8063,ThC,-0.28022727375,2.0
468912,SrPaPd2,-0.28012499,4.0
518344,Np2IrPt,-0.280119584375001,4.0
454458,PmPuIn2,-0.280055168125,4.0
403950,Ac2CdAg,-0.280037245625,4.0
10818,UAu2,-0.279987048333333,3.0
512646,DyThHg2,-0.279983184149802,4.0
339269,PaAu,-0.27995011,2.0
583454,PuZnAs,-0.279929028333334,3.0
480586,Th2ZnSn,-0.2798716942128,4.0
516789,AcTiAu2,-0.279814890321565,4.0
434680,GdNpGe2,-0.2798103190625,4.0
499178,AcScPb2,-0.279678803125,4.0
547086,AcCdBi2,-0.279656324375,4.0
579799,AcSiTe,-0.279594908611111,3.0
403993,LiAc2Ir,-0.279460888750001,4.0
583253,AcTiAs,-0.279454562095421,3.0
480908,Th2ZnSi,-0.27944399375,4.0
516454,CaUAu2,-0.27938785375,4.0
18466,Pu(CuSi)2,-0.279354832,5.0
453066,AcIn2Au,-0.279336009375,4.0
461881,Pu2GaSn,-0.279179937962802,4.0
512447,CaPuHg2,-0.279137829983134,4.0
566727,UPtPb,-0.279125118333333,3.0
377443,PaSi2Tc,-0.27904000625,4.0
420370,NaThGe2,-0.278883492712912,4.0
514623,AcZnHg2,-0.278688014358135,4.0
517248,PaRhAu2,-0.2786725725,4.0
530029,PaZnNi2,-0.278672007499999,4.0
916901,ErThSb,-0.278522078333334,3.0
511966,PuScAl2,-0.278485088749999,4.0
377248,ThSi2Pd,-0.278446085,4.0
485447,AcSb2Pt,-0.278326851875,4.0
401721,CaAc2Sb,-0.2782984175,4.0
1439243,UAlNi,-0.278283162777778,3.0
486302,BaNpSb2,-0.2782685846875,4.0
1461955,CaThB4,-0.27809807833333383,6.0
479507,Th2ZrPt,-0.27807357,4.0
892780,AcIrAu,-0.278043905833333,3.0
898293,PuSiPd,-0.277999611666668,3.0
512819,HoThHg2,-0.277961590816467,4.0
451953,PuAgRh2,-0.277960814375001,4.0
898927,YbPuPd,-0.27785237,3.0
364821,PuAlPt2,-0.2778236775,4.0
482078,AcZn2In,-0.277804694375,4.0
479312,Th2MgTe,-0.277787020625,4.0
401570,Ac2MgGe,-0.277743349791668,4.0
374151,AcSm2Sb,-0.277737859375,4.0
460916,LiPu2As,-0.27770465375,4.0
402509,LiAc2Pb,-0.27766033125,4.0
364605,UCoPt2,-0.277646581249999,4.0
567216,UPtAu,-0.277519895,3.0
480220,Th2TcAu,-0.27728557125,4.0
467702,NpInPd2,-0.2772776896875,4.0
546982,LaUBi2,-0.277274303750001,4.0
503512,LuNpRu2,-0.277235930937499,4.0
460798,Pu2CdPt,-0.277220525000001,4.0
558281,ThZr2Pt,-0.2771833,4.0
1536428,U2TeC2,-0.2771820176666665,5.0
460215,ThIr2Pt,-0.2771161825,4.0
434742,YbNpGe2,-0.277089147187501,4.0
458203,NpTiIr2,-0.277039350634066,4.0
859606,ThCoRh,-0.276947153333334,3.0
567910,PuAgPt,-0.276899432500001,3.0
468854,CeNpPd2,-0.2768954040625,4.0
464000,BaPuPd2,-0.2768860725,4.0
530227,SmThNi2,-0.276825096875,4.0
460701,Pu2GaSi,-0.276700702499999,4.0
522244,ThTiGa2,-0.276609743446566,4.0
485880,AcGeSb2,-0.276607965625,4.0
364672,PaTcPt2,-0.27660622875,4.0
460366,NpGaIr2,-0.2765190909375,4.0
369562,TmPaOs2,-0.2763992575,4.0
504207,PaBeRu2,-0.2763932075,4.0
459580,LiNpIr2,-0.2763713096875,4.0
546273,AcGaBi2,-0.276352358125,4.0
434518,PaGe2Rh,-0.276241745,4.0
561035,PaTi2As,-0.276179640643132,4.0
881742,LiThSn,-0.276144825617067,3.0
520999,AcGa2Te,-0.276131247708332,4.0
917501,YbThSb,-0.276084365,3.0
479221,Th2HgBi,-0.275993937491568,4.0
513925,ErThHg2,-0.275988047483134,4.0
377683,ScUSi2,-0.2758441975,4.0
468676,GdUPd2,-0.275813670624999,4.0
363847,ThMoPt2,-0.2757902425,4.0
18615,U2SnPd2,-0.27578465137024,5.0
845335,ErThTe,-0.275740964444443,3.0
951470,AcEuGa,-0.275673034166666,3.0
516530,NdUAu2,-0.2756479025,4.0
480343,Th2ZnGa,-0.27564716625,4.0
930337,AcLaPb,-0.2755694325,3.0
867531,ErPuGe,-0.275564031666667,3.0
498299,YThPb2,-0.275560561250001,4.0
454373,LaPuIn2,-0.275517485,4.0
758507,AcZn3,-0.275512149375,4.0
372688,AcTmTl2,-0.275472604375,4.0
380729,UMoAs2,-0.275447921250001,4.0
420518,EuNpGe2,-0.275418099687499,4.0
860461,ThCoPd,-0.27533664,3.0
380073,ThSiAs2,-0.27531299125,4.0
462383,Pu2GaRh,-0.275255528750002,4.0
493097,EuNpSn2,-0.275246668113101,4.0
364420,BaUPt2,-0.27524557375,4.0
897530,GdThPd,-0.2751097925,3.0
493402,CaPaSn2,-0.275028235925601,4.0
401642,Ac2MgPb,-0.275023481041668,4.0
27223,UGa5Os,-0.275006081428572,7.0
310797,Pa3Pt,-0.274886842500001,4.0
520828,AcGa2Sb,-0.274862168125,4.0
567472,NpScPt,-0.274835057916667,3.0
1234082,Np2S,-0.274830533837786,3.0
409054,Pa2OsRu,-0.274755545,4.0
510737,AcYAl2,-0.274739728125001,4.0
376389,ThSi2Rh,-0.274720579999999,4.0
481603,Th2CdRh,-0.27465884,4.0
514879,CeThHg2,-0.274532591858135,4.0
568669,ThPaPt,-0.274514489999999,3.0
885004,LiAcRh,-0.2745020825,3.0
509882,GdThAl2,-0.274476481874999,4.0
419948,ThTcGe2,-0.27445286625,4.0
581788,PmPaAs,-0.274416459166667,3.0
409193,Pa2SiRh,-0.274355963750001,4.0
503934,UTiRu2,-0.274331007196565,4.0
485036,PaSb2Pd,-0.274305792499999,4.0
582806,NpScAs,-0.274240102916668,3.0
581184,AcLuSi,-0.2742356625,3.0
1462937,EuThB4,-0.2742245433333335,6.0
521877,AcGa2Ir,-0.274099731875,4.0
1445323,NpCoGe,-0.2740812879166678,3.0
1531505,NaPaS,-0.2738969382883351,3.0
479943,Th2TlAu,-0.27374999625,4.0
460717,Pu2PtPb,-0.2737149825,4.0
511009,AcAl2Pt,-0.273706334374999,4.0
520387,HfThGa2,-0.27370576875,4.0
917296,AcTbSb,-0.273582089055557,3.0
481533,LaTh2Pt,-0.2734563725,4.0
480481,Th2SiRu,-0.27341070125,4.0
944965,AcCdHg,-0.27339803082209,3.0
860953,PaAlCo,-0.273346886666667,3.0
547888,NaPuBi2,-0.273315827712912,4.0
958418,ThFeSn,-0.273244085617068,3.0
450421,BaThRh2,-0.2731567525,4.0
492409,ThSn2Rh,-0.272985843425602,4.0
528196,EuThNi2,-0.272828987500001,4.0
960030,PuNiGe,-0.272783591666666,3.0
459380,ThSiIr2,-0.272762351250001,4.0
497102,GdThPb2,-0.272740549375,4.0
562166,PaTi2Sb,-0.272738883143132,4.0
937370,ThAgSb,-0.272737380833333,3.0
1462941,ThTcB4,-0.27261064583333433,6.0
420276,SmNpGe2,-0.272590726562501,4.0
452726,CaPuIn2,-0.2724561975,4.0
467883,USiPd2,-0.272298312499999,4.0
462707,LaPu2Pt,-0.272295682499999,4.0
568559,AcZrPt,-0.272272489166666,3.0
17123,UCo,-0.272269548749998,2.0
408706,Pa2SnSb,-0.272213695462801,4.0
4445,UB12,-0.272146128076924,13.0
959479,AcGaNi,-0.2720713075,3.0
361108,PuSc2Sb,-0.272063793749998,4.0
675163,AcAg,-0.2720473975,2.0
512017,AcLaAl2,-0.272041509375001,4.0
380225,AcCuAs2,-0.271993606875,4.0
441295,U2SiAs,-0.27195319,4.0
514969,TmThHg2,-0.271896247483134,4.0
529044,TmPaNi2,-0.271866377499999,4.0
479731,LiTh2As,-0.271854873750001,4.0
512839,ThMgHg2,-0.271847534774802,4.0
376307,PmPaSi2,-0.271839478124999,4.0
480796,Th2FeRh,-0.271793932500001,4.0
396566,PaCuTe2,-0.271733729166665,4.0
483430,CaAcZn2,-0.271626066875,4.0
567568,NdPaPt,-0.271513201666666,3.0
868948,TmPuGe,-0.271454651666666,3.0
492388,ThMgSn2,-0.271415873217268,4.0
952758,AcGaGe,-0.271311015833334,3.0
520213,AcGa2Hg,-0.271282763116568,4.0
363697,NpPdPt2,-0.2712540946875,4.0
383832,AcLa2Sn,-0.271244813587801,4.0
482672,AcZn2Te,-0.271212782708333,4.0
401547,Ac2CoTe,-0.271206549583333,4.0
377566,AcThSi2,-0.271203424375001,4.0
860826,UCoTe,-0.27119201611111,3.0
893402,SmPaIr,-0.271077635833333,3.0
483902,AcLaZn2,-0.270999184375,4.0
28914,PaC2,-0.270954024999999,3.0
515936,ZrPaAu2,-0.2709441725,4.0
580489,NaAcSi,-0.270823827783883,3.0
567629,LuUPt,-0.270757196666666,3.0
503995,NpSiRu2,-0.270626298437501,4.0
567831,LaPaPt,-0.270596516666667,3.0
364252,PrPuPt2,-0.270542791875,4.0
28936,Th2C3,-0.270475651500001,5.0
463472,ThCoPd2,-0.27046377,4.0
896640,PuSnTe,-0.270438063394844,3.0
951365,AcYbGa,-0.270391264166667,3.0
364424,AcNpPt2,-0.2703207065625,4.0
868593,PmPuGe,-0.270301949166666,3.0
582432,SmPaAs,-0.270234210833333,3.0
420969,NdUGe2,-0.27016676,4.0
894189,HfPaIr,-0.270034458333334,3.0
459494,CaAcIr2,-0.269993251875,4.0
493111,PuMgSn2,-0.269874173217269,4.0
452192,TbURh2,-0.269845599916668,4.0
408661,Pa2BiSb,-0.269746694999999,4.0
480228,Th2AlSn,-0.269664591712801,4.0
572457,LuThOs,-0.269511515000001,3.0
492301,AcInSn2,-0.269459112800601,4.0
446007,Li2PuAs,-0.26929988875,4.0
503245,PaRu2Pt,-0.2692826825,4.0
17847,UNi5,-0.269224589166668,6.0
1538315,PaCoBi,-0.26917880833333285,3.0
461011,Pu2AlSb,-0.26912540875,4.0
677694,Th2Fe17N3,-0.269001890274115,22.0
346751,Np3P,-0.268958576302484,4.0
403923,Ac2BeTe,-0.268943529583332,4.0
512549,AcAlHg2,-0.268899754358134,4.0
515788,PaTlAu2,-0.26889452375,4.0
553696,AcCd2Au,-0.268759204375,4.0
364309,PuMgPt2,-0.268737264791667,4.0
451630,CaURh2,-0.268634616250001,4.0
660638,U(BOs)4,-0.268576567500001,9.0
1462060,AcErB4,-0.2685529445833339,6.0
934269,PuAsRu,-0.268546655,3.0
481000,Th2ScPt,-0.26853816125,4.0
408436,Pa2CuIr,-0.268371674999999,4.0
468950,ThPd2Ru,-0.268354479999999,4.0
376924,ZrUSi2,-0.26833994625,4.0
536337,AcNd2Te,-0.268303810208332,4.0
463788,NpPd2Au,-0.268226409687499,4.0
868507,LaPuGe,-0.268215328333334,3.0
548152,SrPaBi2,-0.2681595025,4.0
516302,LaUAu2,-0.26813535375,4.0
421782,AcGe2Rh,-0.268097689375001,4.0
458014,ThIr2Au,-0.268043525000001,4.0
580972,AcScSi,-0.2677647725,3.0
960081,ThTlNi,-0.267710318333333,3.0
1523266,UNiB,-0.26770495,3.0
547250,LuPaBi2,-0.267704328749999,4.0
960902,UNiPt,-0.267684788333334,3.0
852953,ThAlCu,-0.267606643333333,3.0
867950,AcTlGe,-0.267395055833333,3.0
379064,ThCoAs2,-0.267392725000001,4.0
899733,EuPuPd,-0.267336059999999,3.0
897161,PuTlTe,-0.267200159444444,3.0
30927,Th5Pb3,-0.26715915125,8.0
481221,Th2NbPt,-0.267052462500001,4.0
420406,PaGe2Mo,-0.267019075,4.0
460207,CaNpIr2,-0.266951137187499,4.0
486412,PuSb2Rh,-0.2669018225,4.0
378111,ThTiSi2,-0.266884223446565,4.0
468594,AcNiPd2,-0.266882634374999,4.0
828290,GdPaAs,-0.266865424166666,3.0
379829,PaAs2Pb,-0.26678832,4.0
460896,Pu2ZnGe,-0.266777028749999,4.0
567759,AcMnPt,-0.266713377097699,3.0
514006,AcHg2Ge,-0.266670978108134,4.0
567540,CaPaPt,-0.266668016666666,3.0
546876,KThBi2,-0.26664721125,4.0
828307,ScPaAs,-0.266543553333333,3.0
520747,AcGa2Ag,-0.26654093875,4.0
420742,LaUGe2,-0.266523941250001,4.0
402788,Ac2AlTl,-0.2663807725,4.0
572640,ThScOs,-0.266380098333334,3.0
403421,Ac2MgIn,-0.266379956041668,4.0
319964,PaAl3,-0.266299885,4.0
378360,ThSi2Pt,-0.26627906,4.0
380555,UAs2Pt,-0.26623202125,4.0
445365,Li2AcIn,-0.266069239375,4.0
885397,AcAgRh,-0.266046831666667,3.0
379597,PuAs2Ir,-0.265958845,4.0
521178,YbPaGa2,-0.265906095,4.0
894526,PuZrIr,-0.265817413333333,3.0
459854,UIr2Pt,-0.265814413749998,4.0
1534392,Ac4Yb2Br,-0.2657114996308338,7.0
573978,AcTlSn,-0.265678393117067,3.0
5055,UH3,-0.265673788200631,4.0
19295,U3Sb4,-0.265614463571429,7.0
458783,ThTaIr2,-0.265601972500001,4.0
1206982,Ac(TlRh)2,-0.2655750035,5.0
403203,Ac2GaCu,-0.265562955,4.0
886858,NdPuRh,-0.265534681666667,3.0
886778,UPtRh,-0.265476065,3.0
396626,NpCdTe2,-0.265335743854165,4.0
516779,PuAgAu2,-0.265242746875,4.0
482751,ThZn2Ir,-0.2652143925,4.0
499205,NdPuPb2,-0.26520612625,4.0
516127,MgUAu2,-0.265201276041667,4.0
19899,U(Al5Fe)2,-0.264976153076923,13.0
485547,BaUSb2,-0.26492302125,4.0
468065,AcMnPd2,-0.264919187823275,4.0
567184,BaPuPt,-0.264879413333334,3.0
547824,EuUBi2,-0.264860086249999,4.0
18163,ThZn2,-0.26485306,3.0
480023,Th2CdPd,-0.264849480000001,4.0
454311,AcThIn2,-0.264847689375,4.0
442280,U2PdPt,-0.26471609,4.0
481506,Th2CdAu,-0.26471074,4.0
984530,AcCdPb,-0.264656319166666,3.0
408181,Pa2TeIr,-0.264600578333333,4.0
403368,Ac2CuSi,-0.264600235000001,4.0
484498,ThSb2Au,-0.264574704999999,4.0
868960,NdPuGe,-0.264545943333334,3.0
482498,AcZn2Sb,-0.264509053125,4.0
408673,UPa2Pt,-0.264491736249999,4.0
447439,Li2ThPt,-0.264410000000001,4.0
556931,Zr2PaPt,-0.264377169999999,4.0
1533619,Ac2BAs,-0.26425898875,4.0
529907,ThNi2Pb,-0.264253715000001,4.0
402414,Ac2EuBi,-0.2642149475,4.0
513675,LuThHg2,-0.264160946233134,4.0
892478,CePuIr,-0.2641372025,3.0
480369,Th2MgAs,-0.264058683541668,4.0
462320,Pu2TlSb,-0.264049740000001,4.0
959596,PaNiPd,-0.264001886666666,3.0
514972,LiThHg2,-0.263999684983135,4.0
376305,PuPaSi2,-0.263957292500001,4.0
348003,U3Se,-0.26383166375,4.0
7732,USb2,-0.263688435,3.0
408415,Pa2NiRu,-0.2636242725,4.0
385929,AcLa2Bi,-0.263599005624999,4.0
510865,ThAl2Ir,-0.263470575,4.0
844402,CaThTe,-0.26340450111111,3.0
528303,PmThNi2,-0.263307980625,4.0
492640,AcAgSn2,-0.263264237175601,4.0
459329,PaHgIr2,-0.263189663741567,4.0
555255,AcCeCd2,-0.26316301375,4.0
28566,NpB6,-0.263127888392858,7.0
568530,GdNpPt,-0.263118162083334,3.0
512336,AcGdAl2,-0.26310645875,4.0
1538274,AcMnP,-0.26303115675101196,3.0
582702,PrPaAs,-0.262969937499999,3.0
461918,Pu2AlPt,-0.262940485,4.0
363020,ThSc2Pt,-0.2628714875,4.0
404281,AcCu2Sn,-0.262805153587801,4.0
453988,ThIn2Pd,-0.262791277500001,4.0
845731,AcTbTe,-0.262788561833333,3.0
553806,BaAcCd2,-0.262764114375,4.0
407036,Pa2FeIr,-0.262759989999999,4.0
561770,PuTi2Si,-0.262721968143133,4.0
866912,GdPuGe,-0.2625948475,3.0
904049,PaMnSi,-0.262591669597699,3.0
520199,AcGa2Pb,-0.262577226875,4.0
866989,PuGeAu,-0.262536548333333,3.0
407981,Pa2ReIr,-0.26251023875,4.0
463544,NpGePd2,-0.262505933437501,4.0
978925,AcHoBi,-0.26246352861111,3.0
509885,AcPmAl2,-0.262431255000001,4.0
551209,PaGaTc2,-0.26237687625,4.0
923233,LaThSn,-0.262262015617067,3.0
378636,NpVAs2,-0.2622601421875,4.0
561267,PaTi2Ge,-0.262144048143131,4.0
464031,UPd2Au,-0.262135183749999,4.0
398624,NpSnTe2,-0.262130313066965,4.0
373140,AcLuTl2,-0.262103700625,4.0
583205,LiNpAs,-0.26205790125,3.0
508051,AcEu2Sb,-0.262032493125,4.0
583126,LaNpAs,-0.262015941249999,3.0
442427,U2TePt,-0.262003338333333,4.0
554463,AcCd2Pt,-0.261995559375,4.0
893376,ZrPaIr,-0.261969056666666,3.0
561477,PuTi2Sb,-0.261920198143132,4.0
510092,AcSmAl2,-0.261888931250001,4.0
343908,Ac3P,-0.261846007864984,4.0
555750,AcPrCd2,-0.26180081375,4.0
502489,UGeRu2,-0.261724754999999,4.0
479846,Th2AlGa,-0.261707198750001,4.0
516735,AcRhAu2,-0.261638616875,4.0
896116,PuHgAs,-0.26163824332209,3.0
579257,AcMgSi,-0.261581757222223,3.0
1104940,ThH,-0.261566766092088,2.0
959186,AcInNi,-0.2615544325,3.0
515327,PuPaAu2,-0.261551295,4.0
548005,ScPaBi2,-0.261518078749999,4.0
515609,PrUAu2,-0.261503588125001,4.0
420900,PaTcGe2,-0.26148067625,4.0
553535,AcCd2Sn,-0.261464893587801,4.0
420589,TbPaGe2,-0.261430336166668,4.0
892891,BaAcIr,-0.261358439166666,3.0
27218,UGa5Fe,-0.261349698571429,7.0
494124,ThTiSn2,-0.261221959372167,4.0
828262,PuSnAs,-0.261194977283734,3.0
434792,ThGe2Ru,-0.261189655,4.0
380024,PaHgAs2,-0.261165496241566,4.0
480483,Th2AgSn,-0.261109443587801,4.0
378225,PaSi2Rh,-0.2610745025,4.0
420731,YbUGe2,-0.26106195625,4.0
551043,PaTc2Ge,-0.261042328749999,4.0
913046,ThZnAu,-0.260888406666667,3.0
521078,SmPaGa2,-0.260860386875,4.0
952861,CaAcGa,-0.2608400575,3.0
504865,AcAg2Pb,-0.260814903125,4.0
408480,Pa2ZnPt,-0.260780342499999,4.0
946507,EuThAu,-0.260616396666667,3.0
462388,Pu2GeRh,-0.260603933750001,4.0
378046,AcScSi2,-0.260597055625,4.0
406770,Pa2NiAs,-0.26055180375,4.0
460988,Pu2GeBi,-0.260504355,4.0
494542,ThPaSn2,-0.260444688425601,4.0
452627,PuNpRh2,-0.260275382187499,4.0
898492,NpBiPd,-0.260237081249999,3.0
684805,ThCo3Ni2,-0.260070986666667,6.0
404823,AcCu2Sb,-0.259969358125,4.0
379240,PuCrAs2,-0.259939825,4.0
517029,ThNpAu2,-0.259861804687501,4.0
1540124,AcMgCl,-0.25984586742859744,3.0
447348,Li2PuSn,-0.2598452092128,4.0
492723,AcSn2Sb,-0.259788504050601,4.0
511950,AcDyAl2,-0.259774888541668,4.0
402847,Ac2AlIr,-0.25967471875,4.0
861481,AcCoBi,-0.259605307499999,3.0
28219,USnAu,-0.259601947283734,3.0
514099,LaPuHg2,-0.259599837483134,4.0
403067,Ac2CuPb,-0.25955750375,4.0
376028,CePuSi2,-0.259539451875001,4.0
406941,Pa2AsOs,-0.25945735625,4.0
521051,ZrPaGa2,-0.2594258475,4.0
852824,AcCuSi,-0.259424294166667,3.0
481155,Th2CoAu,-0.259403712499999,4.0
869115,HoPuGe,-0.259370942777776,3.0
516516,ThCrAu2,-0.259364407500001,4.0
915969,CaThSb,-0.259309855,3.0
397964,ThSiTe2,-0.259190082916665,4.0
510688,AcNdAl2,-0.259161195625,4.0
842028,AcMgSb,-0.259138260555556,3.0
362734,ThSc2Sn,-0.2590983667128,4.0
583002,YNpAs,-0.259092166250001,3.0
303757,Th3Pt,-0.258989554999999,4.0
508354,Eu2PuTe,-0.258934515833332,4.0
1530477,Ce5ThPt2,-0.25891166343749994,8.0
10421,U2AlCo2,-0.258898519999998,5.0
369714,ThScOs2,-0.258844658749998,4.0
582558,EuNpAs,-0.258786734583334,3.0
497308,DyThPb2,-0.258741849166667,4.0
492945,ZrPaSn2,-0.2585931409256,4.0
455107,ThIn2Pt,-0.258585735,4.0
503708,LuURu2,-0.258577864999999,4.0
512331,SmThAl2,-0.258543999375,4.0
397158,PuNiTe2,-0.258540304166664,4.0
828468,YPaAs,-0.25850805,3.0
364815,PaFePt2,-0.25848705,4.0
914965,ThZnSn,-0.258372425617068,3.0
459917,PuScIr2,-0.25835195875,4.0
946868,PuPbAu,-0.25832737,3.0
479930,Th2RhPb,-0.25828471,4.0
484176,AcPrZn2,-0.25826883875,4.0
567675,YNpPt,-0.258145114583334,3.0
29515,Th7Co3,-0.258117228499999,10.0
554150,AcNdCd2,-0.258016650625,4.0
489623,AcCe2Sn,-0.2580022798378,4.0
412021,PaCo2Ge,-0.25796769625,4.0
553653,AcCd2In,-0.257868226875,4.0
480778,Th2GaNi,-0.25784709125,4.0
307402,AcZn,-0.25774714375,2.0
389787,Pr2PuTe,-0.257727477083333,4.0
490470,Ce2PuTe,-0.257720334583333,4.0
517162,AcNiAu2,-0.257682319375,4.0
379277,NpAs2Rh,-0.2575777171875,4.0
346196,UCo3,-0.25757720875,4.0
468542,NaPaPd2,-0.257569205212912,4.0
403065,Ac2ZnAg,-0.257541270625,4.0
451952,UPdRh2,-0.25750209875,4.0
930119,AcCePb,-0.257381478333334,3.0
846387,TmThTe,-0.257344464444444,3.0
336532,PaGa,-0.2573141975,2.0
454132,AcCdIn2,-0.257288094375,4.0
460254,CeNpIr2,-0.257181309062501,4.0
435381,Tm2PuPt,-0.25717942,4.0
512038,AcHoAl2,-0.257103985208333,4.0
894970,ThPaIr,-0.257091863333334,3.0
502551,PmPaRu2,-0.257074683124999,4.0
529049,ErPaNi2,-0.257060795,4.0
479856,Th2TlPd,-0.25704943625,4.0
388945,AcPr2Sn,-0.257048007337801,4.0
885247,ThZrRh,-0.257005303333333,3.0
461547,Pu2MgAs,-0.256958671041668,4.0
6061,NpSi2,-0.256895052916667,3.0
503099,NdThRu2,-0.25675225875,4.0
401858,Ac2CeTe,-0.256738548958332,4.0
917953,TmThSb,-0.256646321666667,3.0
369254,ZrPaOs2,-0.25660695,4.0
403593,Ac2PrTe,-0.256603573958333,4.0
482577,AcNdZn2,-0.256588128125,4.0
483681,AcCeZn2,-0.25657057875,4.0
843973,LuPuTe,-0.25652053611111,3.0
389228,Pr2PuSb,-0.256282229999999,4.0
499232,AcPdPb2,-0.256209701875,4.0
512293,AcPrAl2,-0.25619262125,4.0
397489,UTlTe2,-0.256170931666665,4.0
408163,Pa2MoPt,-0.2560902075,4.0
481566,Th2BeAs,-0.25608633875,4.0
573760,TmThOs,-0.256052186666667,3.0
119363,ThC2,-0.255943778333335,3.0
521969,ThGa2Ag,-0.255913951875,4.0
881563,LiPuBi,-0.255818878333334,3.0
413860,ThCo2Sn,-0.255742499212801,4.0
377697,UTiSi2,-0.255641332196566,4.0
403837,Ac2SiNi,-0.2555525175,4.0
421764,UTiGe2,-0.255538117196567,4.0
452775,CePuIn2,-0.255500949375,4.0
492271,HfThSn2,-0.255469224675601,4.0
398448,UGaTe2,-0.255456389166665,4.0
90498,Th2Ni17,-0.25545195,19.0
17903,ThOs2,-0.255442265,3.0
369567,ErPaOs2,-0.255354702499998,4.0
20448,U2Fe3Ge,-0.255339798333334,6.0
467900,PuTiPd2,-0.255307928446566,4.0
399876,AcPm2Te,-0.255215973958332,4.0
408891,Pa2TeAu,-0.255094335833332,4.0
481088,Th2CdSn,-0.255045756712801,4.0
498152,PrPuPb2,-0.255038399375,4.0
402033,Ac2NdTe,-0.255028565833333,4.0
28583,PuB12,-0.25499416923077,13.0
18750,ThB12,-0.254926215384615,13.0
528057,HfThNi2,-0.254922426250001,4.0
403019,Ac2AlCd,-0.25489471125,4.0
419773,ThNbGe2,-0.254845315,4.0
894788,PaCdIr,-0.254807803333333,3.0
481768,AcPmZn2,-0.2547610025,4.0
885528,PuRhPb,-0.254702943333334,3.0
458638,PaTlIr2,-0.25469630125,4.0
462301,Pu2SnHg,-0.254684082954368,4.0
378790,PaGeAs2,-0.25467944375,4.0
500374,PaBe2Ir,-0.2546784925,4.0
554242,AcCd2Te,-0.254671200208332,4.0
897650,LuPuPd,-0.254640691666665,3.0
397235,UInTe2,-0.254446680416665,4.0
510000,LuPuAl2,-0.25437638625,4.0
434639,PmNpGe2,-0.254352545312501,4.0
378175,EuPuSi2,-0.2543311025,4.0
402377,Ac2LaTe,-0.254240764583333,4.0
582162,PuGaAs,-0.25418426,3.0
405518,ThAlCu2,-0.2541798625,4.0
860987,NpCoAs,-0.254063594583333,3.0
401957,LiAc2Rh,-0.254054296250001,4.0
1465061,AcHoB4,-0.2539577168055551,6.0
505009,SrAcAg2,-0.253905885625,4.0
758492,AcZn5,-0.25387876625,6.0
464054,PaPd2Ru,-0.253826912499999,4.0
582614,DyPaAs,-0.253798890555557,3.0
520442,PmPaGa2,-0.253768803124999,4.0
510970,AcErAl2,-0.253588681875001,4.0
572365,PaTeOs,-0.253518067777776,3.0
497160,CePuPb2,-0.253495704375001,4.0
912236,ThGaTe,-0.2532660594444434,3.0
498841,PmPuPb2,-0.253254760625,4.0
364803,PaOsPt2,-0.253205789999999,4.0
462002,EuPu2Pt,-0.253138385,4.0
923765,PrThSn,-0.2530477514504,3.0
402629,SrAc2Te,-0.253011979583333,4.0
552861,PaTc2Sn,-0.252965331712799,4.0
557400,ThZr2Sb,-0.252927888749999,4.0
344775,Ac3Pb,-0.252925028125,4.0
442352,U2AsIr,-0.25286797125,4.0
923977,NdThSn,-0.252856390617068,3.0
510402,PmThAl2,-0.252805193125001,4.0
892763,PmPaIr,-0.252803674166666,3.0
322689,Th3S,-0.252785529753338,4.0
503165,ZrURu2,-0.252744203750002,4.0
403756,CaAc2Sn,-0.2527315954628,4.0
453774,PrPuIn2,-0.252720041875,4.0
479910,Th2IrPb,-0.2526854075,4.0
959455,ThNiHg,-0.252675901655423,3.0
528051,UNi2Ge,-0.252641937499999,4.0
485219,AcSb2Te,-0.252594440208333,4.0
398940,ThTe2Ru,-0.252544266666665,4.0
401620,Ac2PmTe,-0.252532660208333,4.0
481040,Th2CuSi,-0.25246463625,4.0
467652,AcNpPd2,-0.2524411840625,4.0
463888,ZrUPd2,-0.25238267375,4.0
529197,UNi2As,-0.25232041,4.0
