oqmd_id,formula,Ef,num_atoms
1540494,CaAc2O4,-3.294422793359288,7.0
691911,Ba4U4O11,-3.2940897613033,19.0
432611,ErTh2O4,-3.29289432371428,7.0
431537,AcTb2O4,-3.29251443433548,7.0
432798,GdNp2O4,-3.2872732825,7.0
433015,HoTh2O4,-3.2869349677619,7.0
693551,ThCrO3,-3.2818296711276,5.0
433551,Pr2NpO4,-3.28137431310822,7.0
432556,DyTh2O4,-3.28026262180952,7.0
652261,NpPO4F,-3.28001871819265,7.0
1232915,PuF2,-3.27784304275407,3.0
1272773,Th2SO2,-3.27747900365117,5.0
431951,BaTh2O4,-3.27742517371428,7.0
6075,PuClO,-3.27613849548039,3.0
682856,MgNpO3,-3.27523529300908,5.0
692193,Sr4Pu4O11,-3.27477000918103,19.0
433150,KTh2O4,-3.27350364657143,7.0
682440,UTiO3,-3.27113725528932,5.0
692394,Ac2Tm2O5,-3.27050296826597,9.0
23236,Ba2CaUO6,-3.27033912827966,10.0
61902,ThB2O5,-3.26914028570453,8.0
679027,HfUO3,-3.26887612503207,5.0
433565,Tb2NpO4,-3.26867051515584,7.0
433193,LaTh2O4,-3.26757856942857,7.0
11879,Ca2Th(Si2O5)4,-3.26582201399412,31.0
432821,GdTh2O4,-3.26363240121428,7.0
433991,SrTh2O4,-3.26017935371428,7.0
358149,Np2Sc2O5,-3.2601722406532,9.0
433796,PuTh2O4,-3.26011596727761,7.0
1282908,Tb5Np2Cl3O10,-3.26000581077316,20.0
431489,AcCe2O4,-3.25805291800215,7.0
124325,BaUPO6F,-3.25690643758877,10.0
5849,KTh2(PO4)3,-3.2561908111061,18.0
433820,RbTh2O4,-3.25562108442857,7.0
12984,Sr3UO6,-3.25292658877966,10.0
97675,RbTh2(PO4)3,-3.25187507999499,18.0
1272750,Np2SO2,-3.25150149645117,5.0
433478,NdNp2O4,-3.24732280428571,7.0
12204,U2P2O9,-3.24731436275976,13.0
1273211,Th4S3O4,-3.24646514095682,11.0
97676,CsTh2(PO4)3,-3.24009582027277,18.0
1440087,Sr2ThO4,-3.23980356853679,7.0
4127,BaU2O7,-3.23930598411995,10.0
692087,Np4Ti4O11,-3.23888861014639,19.0
6074,AcBrO,-3.2379598585982,3.0
353106,ThAlO3,-3.23696672477575,5.0
433960,SmTh2O4,-3.23688881764285,7.0
676017,NaTh2(PO4)3,-3.23666426226453,18.0
432905,Pu2HfO4,-3.23582443191452,7.0
433430,NaTh2O4,-3.23245626455023,7.0
433718,PmTh2O4,-3.23065734478571,7.0
692226,U4Al4O11,-3.23037903393488,19.0
432443,CsTh2O4,-3.23008055514285,7.0
19556,U2AuF11,-3.22954410896015,14.0
353404,YbThO3,-3.22936180277575,5.0
1273587,Ac2SeO2,-3.2287338873515,5.0
357579,Ac2Er2O5,-3.22767359159931,9.0
355863,Ba2Th2O5,-3.22660126131986,9.0
433568,Th2NpO4,-3.22627799703464,7.0
355831,Pu2Hf2O5,-3.22612960214227,9.0
432243,CeNp2O4,-3.22570194464286,7.0
11664,Ba2SrUO6,-3.22430139327966,10.0
431540,AcTh2O4,-3.22288990264285,7.0
682298,AcVO3,-3.22111668258418,5.0
1282853,Cs2NpOF4,-3.22091499258071,8.0
433501,NdTh2O4,-3.214079233,7.0
433995,SrU2O4,-3.21235759550903,7.0
1542278,Ba2Pu4O7,-3.211100915455731,13.0
1442989,Pu2SeO2,-3.21046484232882,5.0
13128,Pr3U(ClO2)3,-3.20936127747338,13.0
14409,BaU(SiO4)2,-3.20936113787951,12.0
433280,LuU2O4,-3.2059978819376,7.0
13129,Nd3U(ClO2)3,-3.20573439189646,13.0
433301,Pu2MgO4,-3.20485338608119,7.0
1282913,Tb5Pu2Cl3O10,-3.20428394544324,20.0
351135,CaThO3,-3.20290192877575,5.0
433745,PrTh2O4,-3.20075795835714,7.0
434079,TmU2O4,-3.20022787122331,7.0
21341,Sr2MgUO6,-3.19841432619633,10.0
1234109,PaO2,-3.19795807558584,3.0
692402,Ac2Ho2O5,-3.19538358234005,9.0
431666,Pu2AlO4,-3.19478927405738,7.0
432615,ErU2O4,-3.19098997408046,7.0
359889,Eu2Pu2O5,-3.18893708992004,9.0
431955,BaU2O4,-3.18844918265189,7.0
692709,CaPaO3,-3.18789101652725,5.0
433019,HoU2O4,-3.18615810098522,7.0
432143,CaTh2O4,-3.18581139728571,7.0
433929,ScU2O4,-3.18489035908046,7.0
433197,LaU2O4,-3.18466103622331,7.0
432266,CeTh2O4,-3.18447425264285,7.0
30895,Sr2UO4,-3.18227792086273,7.0
432560,DyU2O4,-3.18182071646141,7.0
682594,ZrUO3,-3.18155828903207,5.0
692342,Ac2Al2O5,-3.18071603604375,9.0
681978,SrPaO3,-3.18043921352725,5.0
434018,TbTh2O4,-3.17849091723809,7.0
692345,Ac2Yb2O5,-3.17751120937709,9.0
693175,UVO3,-3.17596025558899,5.0
356985,Np2Al2O5,-3.17556586509764,9.0
356230,Eu2Th2O5,-3.17407842465319,9.0
4203,Ba2MgUO6,-3.17334945869633,10.0
432825,GdU2O4,-3.16786455729474,7.0
15741,Na2U2Si(O4F)2,-3.16708914913625,15.0
432541,DyPu2O4,-3.16630392859738,7.0
357540,Ba2Pu2O5,-3.16502846103115,9.0
681392,NpVO3,-3.16388048273267,5.0
431544,AcU2O4,-3.16230884586617,7.0
431548,AcYb2O4,-3.16210421157357,7.0
654768,SrNp(PO4)2,-3.1599511663077,12.0
357499,Th2Sc2O5,-3.15994499909764,9.0
351901,LuThO3,-3.15961346377575,5.0
359633,Ac2Dy2O5,-3.15880723863635,9.0
356063,Pu2Al2O5,-3.15769232214227,9.0
1274014,ThSeO,-3.15764327237375,3.0
359094,Ac2Ti2O5,-3.15651325688514,9.0
433235,LiTh2O4,-3.15458330728571,7.0
682405,BaPaO3,-3.15251709852725,5.0
356041,Li2Th2O5,-3.15166211243097,9.0
48198,ThP2O7,-3.15164834903136,10.0
692397,Ac2Hf2O5,-3.15113866937709,9.0
433293,MgNp2O4,-3.15042835345238,7.0
433563,Sr2NpO4,-3.15001800525107,7.0
655008,BaNp(PO4)2,-3.14855019901603,12.0
682660,PuMgO3,-3.14783453084925,5.0
1274317,Ac2TeO2,-3.14728491201817,5.0
433800,PuU2O4,-3.14718555407236,7.0
5535,LiUO3,-3.14634722703207,5.0
433316,Th2MgO4,-3.14600942716666,7.0
433964,SmU2O4,-3.14513691372332,7.0
354465,EuUO3,-3.14276816203207,5.0
358260,Pu2Mg2O5,-3.14217658751264,9.0
350917,LuPuO3,-3.14101579551591,5.0
433722,PmU2O4,-3.14048586372332,7.0
357129,Ac2Y2O5,-3.13991448382153,9.0
682614,KUO3,-3.13979401153207,5.0
826789,PuVO3,-3.13945097457284,5.0
691993,Eu4Pa4O11,-3.13800462235086,19.0
681528,AcCrO3,-3.13789519987911,5.0
350524,DyNpO3,-3.13614742650909,5.0
1273649,Th2SeO2,-3.13564282084849,5.0
432897,HfNp2O4,-3.13219758571429,7.0
358831,Sr2Th2O5,-3.13131778131986,9.0
32532,UO3,-3.13105211222759,4.0
1273626,Np2SeO2,-3.1284751956485,5.0
432920,HfTh2O4,-3.12724458585714,7.0
433505,NdU2O4,-3.12507182122332,7.0
431496,AcEu2O4,-3.12455662585929,7.0
433634,Tm2PaO4,-3.12308876907357,7.0
24614,UNb2O7,-3.12202225286754,10.0
682963,PuCrO3,-3.12008499786777,5.0
434055,ThU2O4,-3.11664900140081,7.0
432968,Th2HgO4,-3.11610126799518,7.0
22751,ThGeO4,-3.11489285579292,6.0
433749,PrU2O4,-3.11450856158046,7.0
826841,RbUO3,-3.11398499803207,5.0
353337,AcThO3,-3.11292020627575,5.0
353264,YNpO3,-3.11225581017575,5.0
349984,AcPmO3,-3.11054384952725,5.0
433572,NpU2O4,-3.11047219525796,7.0
433127,KNp2O4,-3.10831943,7.0
3011,NaUO3,-3.1075334352024,5.0
355453,Sr2Pu2O5,-3.10574625436449,9.0
1274087,Th4Se3O4,-3.103314167135,11.0
357866,K2Th2O5,-3.10241864909764,9.0
432270,CeU2O4,-3.10112871515189,7.0
431658,Np2AlO4,-3.10101681642857,7.0
359650,Yb2Th2O5,-3.10049385909764,9.0
433407,NaNp2O4,-3.10048133083595,7.0
39365,MgUO4,-3.0977302250343,6.0
1274364,Pu2TeO2,-3.09618863399549,5.0
693252,AcYbO3,-3.09390495102725,5.0
433135,KPu2O4,-3.09283039120023,7.0
359865,Rb2Th2O5,-3.09199963020875,9.0
1601106,Ba2Ac4O7,-3.09066997008856,13.0
433622,Sc2PaO4,-3.08906562478786,7.0
360383,Mg2Np2O5,-3.08877396602357,9.0
1601091,Ba2Np4O7,-3.088688697240097,13.0
433791,Sr2PuO4,-3.08710134406547,7.0
6076,PuBrO,-3.08655572441263,3.0
433415,NaPu2O4,-3.08609027989333,7.0
355258,TmThO3,-3.08608159477575,5.0
356109,Np2Ti2O5,-3.08558953705014,9.0
23605,Cs2KU2(Si2O7)2,-3.08490626140655,23.0
425386,Ac2F3,-3.08467620647866,5.0
359666,Yb2Pu2O5,-3.08390428658671,9.0
682964,NpCrO3,-3.0827091450276,5.0
357465,Th2Mg2O5,-3.08231419557912,9.0
357954,Cs2Th2O5,-3.08129692465319,9.0
434022,TbU2O4,-3.08118944474712,7.0
433154,KU2O4,-3.08037262265189,7.0
359693,Pu2Zr2O5,-3.0802889654756,9.0
357310,Sc2U2O5,-3.07993450382688,9.0
350290,LaThO3,-3.07676593477575,5.0
360511,Th2Be2O5,-3.07549716909764,9.0
692414,Ac2Gd2O5,-3.07475592326597,9.0
358849,Th4O5,-3.07313914159597,9.0
71117,Th2Cu(PO4)3,-3.07228435425538,18.0
675595,ThNb4O12,-3.07223239667378,17.0
433434,NaU2O4,-3.07189855134498,7.0
1283092,Sr4Np3O10,-3.06749709550088,17.0
354342,TmPuO3,-3.06746617451591,5.0
825504,NpBeO3,-3.06520567817575,5.0
1272930,Ac4S3O4,-3.06518908323228,11.0
1232932,ThF2,-3.06282521275407,3.0
433806,PuZr2O4,-3.06088329406547,7.0
432205,Th2CdO4,-3.05911401442857,7.0
351716,PuThO3,-3.05906135176441,5.0
360387,Ac2Zr2O5,-3.05811066382153,9.0
433212,LiNp2O4,-3.05656960714286,7.0
357230,Lu2Th2O5,-3.05472594465319,9.0
1272977,Pu4S3O4,-3.05343005048439,11.0
6649,ThNF,-3.0530154131582,3.0
692036,K4U4O11,-3.04973189656646,19.0
682077,PuTaO3,-3.04951133751592,5.0
6082,Np(OF)2,-3.04949144165244,5.0
357615,Eu2Np2O5,-3.04938176287542,9.0
433824,RbU2O4,-3.04879305550903,7.0
359286,U2Al2O5,-3.04786357271577,9.0
358666,Ac2Th2O5,-3.04502164965319,9.0
682588,CsUO3,-3.04501096403207,5.0
23148,Sr2UMnO6,-3.04341390850085,10.0
693567,AcEuO3,-3.04005458702725,5.0
1601101,K2Pu4O7,-3.0396911100711157,13.0
433220,LiPu2O4,-3.03877382977166,7.0
352357,LuUO3,-3.03859184903207,5.0
432924,HfU2O4,-3.03851679408046,7.0
4295,UTiNb2O10,-3.03601707000699,14.0
351762,HfThO3,-3.03553056977575,5.0
433340,Pu2MnO4,-3.03359413580193,7.0
692161,Rb4U4O11,-3.0311155281454,19.0
351494,ErThO3,-3.02964371077575,5.0
351703,AcNdO3,-3.02938215802725,5.0
355585,Pu2Be2O5,-3.02868107436449,9.0
351949,GdNpO3,-3.02758535867575,5.0
359761,Th2Ti2O5,-3.02716789438347,9.0
432420,CsNp2O4,-3.0270325,7.0
358819,Ac2Be2O5,-3.02506512937709,9.0
358811,Ca2Ac2O5,-3.02460040493264,9.0
431501,AcHf2O4,-3.02390254585929,7.0
352573,AcNpO3,-3.01811036067575,5.0
359462,Ba2Np2O5,-3.01787200954208,9.0
4057,Ba2UMnO6,-3.01710386800085,10.0
1272777,U2SO2,-3.01643377216381,5.0
433638,Y2PaO4,-3.01625550693072,7.0
357336,Na2Th2O5,-3.01363402150911,9.0
350169,ErPuO3,-3.01160035251591,5.0
1540561,Ac2MgO4,-3.011316318240241,7.0
111896,Rb2U(SiO3)4,-3.01009830858259,19.0
2446,KTh2V3O12,-3.01009019521577,18.0
431550,AcZr2O4,-3.00860799943072,7.0
431685,U2AlO4,-3.00792390050903,7.0
360095,Er2Np2O5,-3.00777717843097,9.0
432428,CsPu2O4,-3.00762082905738,7.0
354045,YbUO3,-3.00709979603207,5.0
360587,Tm2Th2O5,-3.00633481243097,9.0
353939,AcPuO3,-3.00473328001591,5.0
357580,Np2Be2O5,-3.00453845620875,9.0
432447,CsU2O4,-3.00309849479474,7.0
432385,Th2CrO4,-3.00227505646561,7.0
119037,Na2Th(PO4)2,-3.00197293868428,13.0
433578,Zr2NpO4,-3.00056977239393,7.0
356464,Ca2Th2O5,-3.0004442557643,9.0
96697,KU2(PO4)3,-3.00027239958184,18.0
360459,Yb2Np2O5,-2.99991315731986,9.0
433239,LiU2O4,-2.99984176979474,7.0
1274356,Np2TeO2,-2.99847803131517,5.0
433626,Sr2PaO4,-2.99819519978786,7.0
355062,CeThO3,-2.99658355227575,5.0
433061,Th2InO4,-2.99360415514285,7.0
5201,UNb3O10,-2.99251991080797,14.0
356757,Eu2U2O5,-2.99235646827133,9.0
693514,UMnO3,-2.99136279147445,5.0
5461,U2CoO6,-2.99013043284331,9.0
433569,NpTi2O4,-2.99005770561858,7.0
11385,CsUNbO6,-2.9858965044774,9.0
692188,Sr4Pa4O11,-2.98488850656138,19.0
350925,HoThO3,-2.98333088944242,5.0
354430,AcLaO3,-2.98286823702725,5.0
431487,Ca2AcO4,-2.98201137443072,7.0
1036228,AcIO,-2.98180797360236,3.0
22870,K2U2O7,-2.98136595692722,11.0
1273806,Ac4Se3O4,-2.98124112304682,11.0
355881,Ac2Eu2O5,-2.97918004159931,9.0
357601,K2U2O5,-2.97844375827133,9.0
355619,La2Th2O5,-2.97746113354208,9.0
23149,Sr2UFeO6,-2.97536629212109,10.0
433616,Pu2PaO4,-2.97349410691452,7.0
360015,Ho2Pu2O5,-2.97297857621634,9.0
434061,ThZr2O4,-2.97285519639393,7.0
692396,Ac2Tb2O5,-2.97284918930301,9.0
1272969,Np4S3O4,-2.97265453804773,11.0
433797,PuTi2O4,-2.97134477514726,7.0
357091,Hf2Th2O5,-2.97094302798653,9.0
359268,Ac2Pu2O5,-2.96933932269782,9.0
356761,Er2Pu2O5,-2.96849535992004,9.0
354230,ThNpO3,-2.96785477842425,5.0
350058,HoPuO3,-2.96711988318258,5.0
359274,Y2Pu2O5,-2.96582297880893,9.0
355427,Gd2Pu2O5,-2.96570696603115,9.0
352999,TmUO3,-2.96553155003207,5.0
433320,MgU2O4,-2.96544814896141,7.0
356636,Zr2Np2O5,-2.96516309176431,9.0
356823,Er2Th2O5,-2.96514123909764,9.0
693432,CaAcO3,-2.96419957902725,5.0
38880,KThP3O10,-2.96413021412732,15.0
351424,PrThO3,-2.96311383027575,5.0
826282,LiPaO3,-2.96289760452725,5.0
21803,Rb2U2O7,-2.96227622329086,11.0
355759,Ac2Sm2O5,-2.96117350659931,9.0
357405,Mg2U2O5,-2.96087199253059,9.0
693308,LiThO3,-2.96043085577575,5.0
433332,Np2MnO4,-2.96034572745884,7.0
827264,UCrO3,-2.95867479988392,5.0
359912,Rb2U2O5,-2.95808885271577,9.0
3065,Ba2UFeO6,-2.95746501562108,10.0
432016,Th2BeO4,-2.95669308442857,7.0
1083412,PuNpAsO,-2.95631541587509,4.0
682424,AcNbO3,-2.95538702702725,5.0
353467,LaPuO3,-2.95408374451591,5.0
354998,AcPrO3,-2.95332373852725,5.0
352157,TbNpO3,-2.95261024010909,5.0
1274525,Th2TeO2,-2.95245211151516,5.0
359476,Ba2Ac2O5,-2.95172572715486,9.0
1104751,ThO,-2.95106611106062,2.0
353080,CaUO3,-2.94979746403207,5.0
26278,LiUNbO6,-2.94974385086629,9.0
358051,Yb2U2O5,-2.94974097160466,9.0
1273853,Pu4Se3O4,-2.94902162393529,11.0
434064,U2TiO4,-2.9487731274785,7.0
5756,Cs2U2O7,-2.94831974874541,11.0
1273215,U4S3O4,-2.94754982596831,11.0
1273142,USO,-2.9475331308054,3.0
328142,PuO,-2.94727001541103,2.0
357894,Ba2U2O5,-2.94705959160466,9.0
351222,KPaO3,-2.94689600052725,5.0
432770,Th2GaO4,-2.94675628728571,7.0
693523,ThCoO3,-2.94653966266289,5.0
16013,K4CaU3O12,-2.94611356790587,20.0
359559,Th2Np2O5,-2.94602433204041,9.0
681549,AcTaO3,-2.94540539802725,5.0
355485,U2Ti2O5,-2.94517528133494,9.0
693310,ThNiO3,-2.94232701156329,5.0
434052,ThTi2O4,-2.94214085390429,7.0
693081,PuBeO3,-2.94138931951591,5.0
434091,Zr2UO4,-2.9391705622913,7.0
1837,UBrO2,-2.93744924542436,4.0
353828,YbNpO3,-2.93704064517575,5.0
352039,DyThO3,-2.93437929810908,5.0
16014,K4SrU3O12,-2.93303449490587,20.0
351860,NdThO3,-2.93274631177575,5.0
356413,Pm2Th2O5,-2.93206795409764,9.0
356254,Ho2Th2O5,-2.93197843094949,9.0
358435,Th2Al2O5,-2.93151903354208,9.0
691866,Ac2V2O5,-2.93142812166255,9.0
357175,Cs2U2O5,-2.93134090827133,9.0
431611,Th2AgO4,-2.93082166335714,7.0
433661,Th2PbO4,-2.93071896014285,7.0
431541,AcTi2O4,-2.93057366051251,7.0
358796,La2Pu2O5,-2.92919110214226,9.0
433355,Th2MnO4,-2.92862350403026,7.0
12239,LiUBO5,-2.92786900617723,8.0
682625,RbPaO3,-2.92710997802725,5.0
433624,Sm2PaO4,-2.92559499050214,7.0
1533646,ThScO2,-2.9247738582499982,4.0
357189,Nd2Th2O5,-2.92429843465319,9.0
646426,U(BO3)2,-2.92327357142185,9.0
433646,Pu2PbO4,-2.92250585120023,7.0
360391,Ce2Th2O5,-2.92142869743097,9.0
